nethouse_id,crop_type,cycle_number,transplant_date,plant_care_date,harvest_date,day_to_harvest,yield_kg_per_m2,fertilizer_A,fertilizer_B,fertilizer_C,fertilizer_D,insecticide,fungicide,pesticide_A,pesticide_B,temperature_2m (°C),relative_humidity_2m (%),rain (mm),temperature_80m (°C),temperature_120m (°C),temperature_180m (°C),soil_temperature_0cm (°C),soil_temperature_6cm (°C),soil_temperature_18cm (°C),soil_temperature_54cm (°C),soil_moisture_0_to_1cm (m³/m³),soil_moisture_1_to_3cm (m³/m³),soil_moisture_3_to_9cm (m³/m³),soil_moisture_9_to_27cm (m³/m³),soil_moisture_27_to_81cm (m³/m³)
115,curly_cabbage,3,09/14/2024,7/20/2024,10/13/2024,29,1.468,0,0.5,0.5,0,0,0,0,0,26.81666667,88.66666667,0.2416666667,26.5375,25.98333333,25.31666667,26.69583333,27.04583333,27.4375,27.72083333,0.216375,0.2075416667,0.1859166667,0.1888333333,0.2013333333
115,curly_cabbage,3,09/14/2024,7/24/2024,10/13/2024,29,1.468,0,0.5,0.5,0,0,0,0,0,26.81666667,88.66666667,0.2416666667,26.5375,25.98333333,25.31666667,26.69583333,27.04583333,27.4375,27.72083333,0.216375,0.2075416667,0.1859166667,0.1888333333,0.2013333333
115,curly_cabbage,3,09/14/2024,7/25/2024,10/13/2024,29,1.468,0,0.5,0.5,0,0,0,0,0,26.81666667,88.66666667,0.2416666667,26.5375,25.98333333,25.31666667,26.69583333,27.04583333,27.4375,27.72083333,0.216375,0.2075416667,0.1859166667,0.1888333333,0.2013333333
115,curly_cabbage,3,09/14/2024,8/25/2024,10/13/2024,29,1.468,0,0,0,0,0,0.04,0,0,26.81666667,88.66666667,0.2416666667,26.5375,25.98333333,25.31666667,26.69583333,27.04583333,27.4375,27.72083333,0.216375,0.2075416667,0.1859166667,0.1888333333,0.2013333333
115,curly_cabbage,3,09/14/2024,8/28/2024,10/13/2024,29,1.468,0.04,0.015,0.05,0,0,0,0,0,26.81666667,88.66666667,0.2416666667,26.5375,25.98333333,25.31666667,26.69583333,27.04583333,27.4375,27.72083333,0.216375,0.2075416667,0.1859166667,0.1888333333,0.2013333333
112,bok_choy,1,07/18/2024,7/17/2024,08/10/2024,22,1.92,0,0,0,0,0,0,0.03,0,26.81666667,88.66666667,0.2416666667,26.5375,25.98333333,25.31666667,26.69583333,27.04583333,27.4375,27.72083333,0.216375,0.2075416667,0.1859166667,0.1888333333,0.2013333333
112,bok_choy,1,07/18/2024,7/22/2024,08/10/2024,22,1.92,0.05,0,0,0,0,0,0.03,0,26.8625,87.29166667,0.04583333333,27.10416667,26.52916667,25.8375,26.58333333,26.75,27.01666667,27.68333333,0.2098333333,0.20775,0.20175,0.1959166667,0.2102083333
112,bok_choy,1,07/18/2024,7/22/2024,08/10/2024,22,1.92,0,0.03,0.03,0,0,0,0,0,27.475,84.5,0,27.22083333,26.6,25.8625,27.88333333,27.9375,28.12916667,28.5875,0.279375,0.279375,0.2751666667,0.25375,0.2040416667
112,bok_choy,1,07/18/2024,7/24/2024,08/10/2024,22,1.92,0,0.5,0.5,0,0,0,0,0,27.475,84.5,0,27.22083333,26.6,25.8625,27.88333333,27.9375,28.12916667,28.5875,0.279375,0.279375,0.2751666667,0.25375,0.2040416667
112,bok_choy,1,07/18/2024,7/25/2024,08/10/2024,22,1.92,0,0,0,0,0,0,0,0.08,27.475,84.5,0,27.22083333,26.6,25.8625,27.88333333,27.9375,28.12916667,28.5875,0.279375,0.279375,0.2751666667,0.25375,0.2040416667
112,bok_choy,1,07/18/2024,7/28/2024,08/10/2024,22,1.92,0,1,1,0,0,0,0,0,27.475,84.5,0,27.22083333,26.6,25.8625,27.88333333,27.9375,28.12916667,28.5875,0.279375,0.279375,0.2751666667,0.25375,0.2040416667
112,bok_choy,1,07/18/2024,8/28/2024,08/10/2024,22,1.92,0,1,1,0,0,0,0,0,27.475,84.5,0,27.22083333,26.6,25.8625,27.88333333,27.9375,28.12916667,28.5875,0.279375,0.279375,0.2751666667,0.25375,0.2040416667
112,bok_choy,1,07/18/2024,7/30/2024,08/10/2024,22,1.92,0,1,1,0,0,0,0,0,27.71666667,81.91666667,0,27.93333333,27.33333333,26.63333333,28.2625,28.2125,28.05,27.74166667,0.168625,0.1698333333,0.1720416667,0.179125,0.1914583333
